"lfdn";"dispcode";"lastpage";"duration";"wdq_10";"wdq_40";"wdq_09";"wdq_23";"wdq_35";"wdq_41";"wdq_16";"wdq_32";"wdq_07";"wdq_12";"wdq_48";"wdq_30";"wdq_11";"wdq_36";"wdq_39";"wdq_22";"wdq_47";"wdq_18";"wdq_34";"wdq_17";"wdq_42";"wdq_26";"wdq_21";"wdq_14";"wdq_38";"wdq_28";"wdq_43";"wdq_15";"wdq_25";"wdq_37";"wdq_03";"wdq_45";"wdq_46";"wdq_27";"wdq_05";"wdq_29";"wdq_02";"wdq_04";"wdq_01";"wdq_31";"wdq_13";"wdq_24";"wdq_33";"wdq_06";"wdq_44";"wdq_20";"wdq_08";"wdq_19";"svs_01";"svs_02";"svs_03";"svs_04";"svs_05";"svs_06";"svs_07";"svs_08";"svs_09";"svs_10";"svs_11";"svs_12";"svs_13";"svs_14";"svs_15";"svs_16";"svs_17";"svs_18";"svs_19";"eim_01";"eim_22";"eim_24";"eim_25";"eim_13";"eim_05";"eim_19";"eim_27";"eim_17";"eim_33";"eim_10";"eim_30";"eim_14";"eim_28";"eim_18";"eim_21";"eim_26";"eim_31";"eim_23";"eim_34";"eim_32";"eim_09";"eim_16";"eim_36";"eim_03";"eim_15";"eim_29";"eim_02";"eim_35";"eim_11";"eim_07";"eim_06";"eim_12";"eim_08";"eim_04";"eim_20";"v_167";"v_168";"v_169";"v_170";"v_171";"v_172";"v_173";"v_179";"v_181";"v_182";"v_183";"v_184";"v_185";"v_186";"v_187";"v_188";"v_189";"v_190";"v_191";"v_192";"v_193";"v_194";"v_195";"v_196";"v_201";"v_202";"v_203";"v_204";"v_205";"v_206";"v_207";"v_208";"v_209";"v_210";"v_211";"v_215";"v_216";"v_217";"v_218";"v_219";"v_220";"v_222";"v_223";"v_224";"v_225";"v_226";"v_227";"v_228";"v_229";"v_230";"v_231";"v_232";"v_233";"v_234";"v_235";"v_236";"v_237";"v_238";"v_239";"v_240";"v_241";"v_242";"v_243";"v_244";"v_245";"v_246";"v_247";"v_248";"v_249";"v_250";"v_251";"v_252";"v_253" 
783;31;693602;711;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;NA;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;1;2;2;1;1;2;1;2;1;2;2;2;1;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;0;1;0;0;0;NA;"10";5;0;0;0;0;0;0;0;0;0;NA;0;4;1;0;0;0;0;NA;0;0;0;0;0;1;"Ecology, although not on he package per se";2;1;55;1;0;0;0;1;0;0;0;0;0;1;0;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;NA;184
784;31;693602;537;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;2;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;"0";5;0;0;1;0;0;0;0;0;0;NA;1;3;1;0;0;0;0;NA;1;0;0;0;0;0;NA;NA;NA;0;NA;0;0;0;1;0;0;1;0;0;0;0;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;0;1;0;0;0;0;NA;204
785;22;693323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
786;31;693602;1434;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;2;1;2;2;NA;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;1;1;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;1;1;1;2;1;0;0;0;0;NA;"6";5;0;0;0;0;0;0;0;1;0;NA;2;5;1;1;1;0;1;NA;0;0;0;0;0;0;NA;2;2;40;1;0;0;0;1;0;0;0;0;0;1;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;1;0;0;0;NA;184
787;31;693602;416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;"0";0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;NA;204
788;31;693602;864;2;1;1;1;2;2;1;2;1;2;1;2;1;1;2;2;1;2;2;2;1;2;2;1;2;NA;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;2;2;2;2;1;2;1;1;2;1;1;1;2;1;0;0;0;0;NA;"5";5;0;0;1;0;1;1;0;0;0;NA;0;0;1;0;0;0;0;NA;0;0;0;0;0;0;"Ecolotgical modelling";1;2;0;1;0;0;0;1;1;0;0;1;0;1;0;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;0;0;1;0;0;0;NA;184
789;22;693431;7;2;2;1;1;2;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
790;22;693323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
791;31;693602;347;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;NA;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;1;2;NA;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;1;2;2;1;2;1;1;2;1;1;1;2;0;1;0;0;0;NA;"20";5;0;0;1;0;0;0;0;1;0;"jmp";1;2;1;0;1;0;0;NA;0;0;0;0;0;1;"Biometrics";1;1;54;1;0;0;0;1;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;0;0;1;0;1;0;NA;32
792;22;693431;11;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
793;31;693602;406;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1;1;NA;2;2;1;1;2;1;2;2;2;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;1;1;2;2;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;1;1;1;1;1;2;1;0;0;0;0;NA;"3";5;0;0;0;1;0;0;0;1;0;NA;2;2;1;0;0;0;0;NA;0;0;0;0;0;0;NA;2;1;41;1;0;0;0;1;0;0;0;1;0;1;0;NA;0;1;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;1;0;1;0;1;0;NA;62
794;31;693602;594;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;1;2;2;NA;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;2;0;1;0;0;0;NA;"10";5;0;0;0;0;0;0;0;1;1;"IDL";0;4;1;0;0;0;1;"My own home page";0;0;0;0;0;0;NA;2;1;47;1;0;0;0;1;0;0;0;0;1;1;0;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;0;0;0;0;1;0;NA;184
795;31;693602;868;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1;NA;2;1;1;1;2;1;2;1;2;1;1;2;2;1;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;0;0;1;0;0;NA;"5";5;0;0;0;1;0;0;0;0;0;NA;15;15;1;0;1;1;1;"Commercial distribution";0;0;0;0;0;0;NA;2;2;52;1;0;0;1;0;1;0;0;0;0;1;0;NA;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;NA;184
796;32;693602;-1;2;1;1;1;2;1;1;1;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;2;NA;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;1;2;1;1;2;2;1;1;1;1;2;1;1;1;2;1;0;0;0;0;NA;"9";5;0;0;0;0;0;0;0;0;0;NA;0;3;1;0;1;0;0;NA;1;0;0;0;0;0;NA;2;2;46;1;0;0;0;1;1;0;0;0;1;0;0;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;0;0;1;0;1;0;NA;204
797;22;693323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
798;32;693602;-1;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2;2;NA;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;1;1;1;1;1;0;0;0;0;NA;"8";4;0;0;0;1;1;0;0;1;0;NA;1;0;0;0;0;1;0;NA;0;0;0;0;0;0;NA;1;2;28;1;0;0;0;1;1;1;0;0;0;1;0;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;1;0;0;1;1;0;NA;184
799;31;693602;721;2;1;1;1;2;2;2;2;1;NA;1;2;1;2;NA;1;1;1;2;2;2;1;2;1;2;NA;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;1;2;2;1;NA;1;2;2;1;1;2;1;1;1;1;1;1;2;1;2;1;2;1;1;1;2;1;2;2;2;2;1;1;1;0;0;0;0;NA;"6";5;1;0;1;0;0;0;0;0;0;NA;4;1;1;0;0;0;0;NA;0;0;0;0;0;0;NA;1;1;24;2;1;0;0;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;0;1;0;0;0;1;0;0;NA;1;0;0;0;0;0;0;NA;66
802;31;693602;841;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;NA;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;1;2;2;1;2;1;2;2;2;2;1;2;1;2;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;1;2;1;1;2;2;1;2;1;1;2;1;2;1;1;2;1;1;1;1;1;0;0;0;0;NA;"3";5;0;0;0;0;0;0;0;1;0;NA;1;3;1;0;1;0;0;NA;0;0;0;0;0;0;NA;2;1;23;1;0;0;1;0;1;0;0;0;1;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;1;0;0;NA;0;0;0;0;1;0;0;NA;184
803;31;693602;6804;2;1;2;1;2;2;2;1;1;2;1;2;1;2;1;2;2;1;2;1;1;2;1;1;1;NA;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;2;2;2;2;2;1;2;1;2;NA;2;2;2;1;2;1;1;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;1;1;1;1;2;1;2;1;1;1;0;0;1;0;0;NA;"4";5;0;0;0;1;0;0;0;0;0;NA;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;"Advances in Bioinformatics";2;1;44;1;0;0;0;1;0;0;0;1;0;0;0;NA;0;1;0;0;0;0;0;0;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;NA;184
804;31;693602;1305;2;1;1;1;2;2;1;2;2;1;1;2;1;2;2;1;1;2;2;2;1;2;1;1;2;NA;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;1;2;1;1;2;2;1;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;0;0;1;0;0;NA;"5";4;0;0;0;1;0;0;0;0;0;NA;0;2;0;0;0;0;1;"as documentation";0;0;0;0;0;0;NA;2;1;52;1;0;0;0;1;0;1;0;0;0;0;0;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;1;0;1;0;0;0;NA;184
805;22;693323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
806;31;693602;874;2;1;2;1;2;1;2;1;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;1;2;NA;1;1;2;2;2;1;1;1;2;2;2;2;2;2;1;1;2;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;1;0;0;0;0;NA;"2";5;0;0;0;0;0;0;0;0;0;NA;0;2;1;0;0;0;0;NA;1;0;0;0;0;0;NA;1;1;39;1;0;0;0;1;1;0;0;0;0;1;0;NA;0;0;1;0;0;0;0;1;0;0;0;0;0;0;NA;1;0;0;0;0;1;0;NA;184
807;22;693323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
809;22;693323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
810;31;693602;738;1;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;NA;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;0;0;0;0;NA;"0";5;0;0;1;0;0;0;0;0;0;NA;5;4;1;0;0;0;0;NA;0;0;0;0;0;0;NA;2;2;38;1;0;0;0;1;1;0;0;1;1;0;0;NA;0;1;1;0;0;0;0;0;0;0;0;1;0;0;NA;1;0;0;1;0;0;0;NA;184
811;31;693602;570;2;2;1;1;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;1;1;2;1;1;1;NA;1;1;2;1;1;2;1;1;2;2;2;2;2;2;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;2;2;1;2;1;1;1;1;1;2;1;2;1;1;2;1;1;1;2;0;1;0;0;0;NA;"15";5;0;0;0;0;0;0;0;0;0;NA;1;2;1;0;0;0;0;NA;1;1;0;0;0;0;NA;2;2;55;1;0;0;0;1;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;0;0;0;0;0;0;NA;183
812;22;693323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
813;22;693323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
814;22;693494;87;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;NA;1;2;1;1;2;1;1;1;1;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
